x,y,label
351.0,1917.0,1.0
333.0,1259.0,1.0
325.0,1055.0,1.0
764.0,4381.0,1.0
208.0,1222.0,1.0
761.0,4520.0,1.0
176.0,605.0,1.0
377.0,1942.0,1.0
439.0,2109.0,1.0
754.0,4413.0,1.0
295.0,1179.0,1.0
464.0,1846.0,1.0
335.0,1046.0,1.0
468.0,1910.0,1.0
396.0,2307.0,1.0
923.0,5084.0,1.0
343.0,1773.0,1.0
24.0,-661.0,1.0
840.0,4937.0,1.0
706.0,3424.0,1.0
358.0,2064.0,1.0
84.0,290.0,1.0
650.0,3662.0,1.0
229.0,1026.0,1.0
883.0,4625.0,1.0
614.0,3607.0,1.0
85.0,-222.0,1.0
0.0,-60.0,1.0
30.0,-595.0,1.0
631.0,3346.0,1.0
442.0,1855.0,1.0
596.0,2639.0,1.0
344.0,1625.0,1.0
895.0,4932.0,1.0
768.0,4140.0,1.0
108.0,556.0,1.0
395.0,1567.0,1.0
543.0,2825.0,1.0
765.0,3693.0,1.0
179.0,446.0,1.0
171.0,304.0,1.0
721.0,3363.0,1.0
859.0,4713.0,1.0
217.0,494.0,1.0
540.0,3234.0,1.0
557.0,3070.0,1.0
747.0,4077.0,1.0
77.0,291.0,1.0
347.0,1692.0,1.0
636.0,3381.0,1.0
408.0,1695.0,1.0
866.0,4195.0,1.0
190.0,1110.0,1.0
530.0,2986.0,1.0
358.0,1475.0,1.0
233.0,444.0,1.0
354.0,1710.0,1.0
478.0,1879.0,1.0
31.0,-532.0,1.0
413.0,1941.0,1.0
119.0,-41.0,1.0
889.0,5128.0,1.0
456.0,2407.0,1.0
497.0,2378.0,1.0
27.0,-541.0,1.0
47.0,-235.0,1.0
324.0,1107.0,1.0
480.0,2092.0,1.0
372.0,1286.0,1.0
77.0,-305.0,1.0
508.0,2535.0,1.0
562.0,2401.0,1.0
590.0,3065.0,1.0
160.0,314.0,1.0
120.0,-222.0,1.0
425.0,1872.0,1.0
934.0,5131.0,1.0
111.0,182.0,1.0
525.0,2869.0,1.0
46.0,169.0,1.0
897.0,4651.0,1.0
684.0,3354.0,1.0
38.0,23.0,1.0
498.0,2890.0,1.0
782.0,4017.0,1.0
711.0,3701.0,1.0
362.0,1573.0,1.0
803.0,4522.0,1.0
478.0,2398.0,1.0
52.0,-552.0,1.0
594.0,2866.0,1.0
762.0,3675.0,1.0
446.0,2062.0,1.0
718.0,3636.0,1.0
404.0,2142.0,1.0
54.0,-83.0,1.0
932.0,4979.0,1.0
266.0,1465.0,1.0
127.0,418.0,1.0
931.0,4850.0,1.0
263.0,1067.0,1.0
869.0,4599.0,1.0
116.0,551.0,1.0
18.0,-718.0,1.0
60.0,-180.0,1.0
477.0,2303.0,1.0
461.0,2155.0,1.0
253.0,831.0,1.0
825.0,4091.0,1.0
114.0,-59.0,1.0
394.0,1505.0,1.0
468.0,2575.0,1.0
654.0,3245.0,1.0
513.0,2599.0,1.0
445.0,1920.0,1.0
335.0,1189.0,1.0
888.0,5074.0,1.0
5.0,-736.0,1.0
429.0,2560.0,1.0
537.0,3095.0,1.0
175.0,831.0,1.0
816.0,4216.0,1.0
26.0,-51.0,1.0
909.0,4896.0,1.0
884.0,4563.0,1.0
483.0,2081.0,1.0
292.0,1041.0,1.0
989.0,5657.0,1.0
779.0,4002.0,1.0
347.0,1335.0,1.0
857.0,4725.0,1.0
542.0,2748.0,1.0
413.0,1482.0,1.0
377.0,2150.0,1.0
964.0,5114.0,1.0
696.0,3885.0,1.0
284.0,1434.0,1.0
569.0,2671.0,1.0
273.0,1422.0,1.0
781.0,4087.0,1.0
678.0,3523.0,1.0
430.0,2486.0,1.0
364.0,1799.0,1.0
517.0,2560.0,1.0
500.0,2798.0,1.0
989.0,5326.0,1.0
493.0,2412.0,1.0
422.0,1966.0,1.0
67.0,-441.0,1.0
228.0,1363.0,1.0
187.0,557.0,1.0
847.0,4623.0,1.0
698.0,4173.0,1.0
820.0,4111.0,1.0
777.0,4260.0,1.0
759.0,3709.0,1.0
827.0,4075.0,1.0
491.0,2081.0,1.0
578.0,2883.0,1.0
342.0,1113.0,1.0
861.0,4858.0,1.0
525.0,3001.0,1.0
537.0,2412.0,1.0
312.0,1374.0,1.0
998.0,5633.0,1.0
477.0,2815.0,1.0
357.0,1621.0,1.0
51.0,-674.0,1.0
413.0,1534.0,1.0
446.0,2586.0,1.0
33.0,-496.0,1.0
111.0,12.0,1.0
24.0,-468.0,1.0
312.0,1502.0,1.0
303.0,1638.0,1.0
507.0,2059.0,1.0
953.0,5697.0,1.0
44.0,-675.0,1.0
24.0,-743.0,1.0
477.0,2050.0,1.0
353.0,1625.0,1.0
39.0,-213.0,1.0
752.0,3701.0,1.0
757.0,3703.0,1.0
33.0,-333.0,1.0
176.0,827.0,1.0
821.0,4106.0,1.0
804.0,3899.0,1.0
540.0,2739.0,1.0
698.0,3292.0,1.0
869.0,4611.0,1.0
557.0,3066.0,1.0
238.0,495.0,1.0
162.0,233.0,1.0
325.0,1819.0,1.0
854.0,4921.0,1.0
393.0,2166.0,1.0
209.0,1005.0,1.0
715.0,4273.0,1.0
536.0,2388.0,1.0
824.0,4723.0,1.0
346.0,1848.0,1.0
498.0,2627.0,1.0
706.0,3349.0,1.0
137.0,728.0,1.0
138.0,814.0,1.0
274.0,1398.0,1.0
62.0,-260.0,1.0
64.0,-361.0,1.0
582.0,2699.0,1.0
627.0,3741.0,1.0
624.0,3269.0,1.0
24.0,-668.0,1.0
780.0,4314.0,1.0
673.0,3768.0,1.0
754.0,4073.0,1.0
442.0,2215.0,1.0
512.0,2229.0,1.0
155.0,854.0,1.0
691.0,3880.0,1.0
359.0,2042.0,1.0
402.0,1797.0,1.0
653.0,3615.0,1.0
591.0,3537.0,1.0
498.0,2697.0,1.0
738.0,3602.0,1.0
936.0,5480.0,1.0
42.0,-137.0,1.0
702.0,4095.0,1.0
41.0,-27.0,1.0
72.0,22.0,1.0
354.0,1815.0,1.0
273.0,812.0,1.0
501.0,2458.0,1.0
960.0,5493.0,1.0
255.0,597.0,1.0
417.0,2364.0,1.0
125.0,418.0,1.0
479.0,2460.0,1.0
136.0,58.0,1.0
241.0,1187.0,1.0
697.0,3206.0,1.0
94.0,416.0,1.0
384.0,1939.0,1.0
350.0,1491.0,1.0
175.0,190.0,1.0
429.0,2527.0,1.0
961.0,5237.0,1.0
608.0,3632.0,1.0
421.0,2417.0,1.0
71.0,343.0,1.0
182.0,236.0,1.0
824.0,4126.0,1.0
324.0,1332.0,1.0
852.0,4622.0,1.0
786.0,4516.0,1.0
285.0,1548.0,1.0
640.0,3164.0,1.0
943.0,5641.0,1.0
182.0,779.0,1.0
569.0,3175.0,1.0
548.0,2348.0,1.0
415.0,2141.0,1.0
118.0,146.0,1.0
319.0,1661.0,1.0
866.0,4870.0,1.0
610.0,3462.0,1.0
929.0,5283.0,1.0
894.0,4669.0,1.0
793.0,3780.0,1.0
362.0,1934.0,1.0
236.0,700.0,1.0
915.0,4846.0,1.0
18.0,-720.0,1.0
271.0,637.0,1.0
987.0,5079.0,1.0
722.0,3534.0,1.0
774.0,4527.0,1.0
967.0,5036.0,1.0
10.0,-356.0,1.0
129.0,-80.0,1.0
355.0,1566.0,1.0
604.0,3101.0,1.0
995.0,5311.0,1.0
439.0,1667.0,1.0
594.0,2986.0,1.0
347.0,1433.0,1.0
957.0,5567.0,1.0
271.0,1616.0,1.0
103.0,33.0,1.0
122.0,697.0,1.0
905.0,5043.0,1.0
478.0,1948.0,1.0
964.0,5385.0,1.0
696.0,3915.0,1.0
671.0,3443.0,1.0
76.0,-7.0,1.0
190.0,289.0,1.0
263.0,1383.0,1.0
678.0,3856.0,1.0
281.0,1178.0,1.0
833.0,4551.0,1.0
201.0,1148.0,1.0
950.0,5508.0,1.0
771.0,3922.0,1.0
783.0,4646.0,1.0
801.0,4400.0,1.0
287.0,838.0,1.0
977.0,5330.0,1.0
842.0,4432.0,1.0
108.0,539.0,1.0
223.0,681.0,1.0
883.0,4697.0,1.0
40.0,-307.0,1.0
110.0,-278.0,1.0
366.0,1242.0,1.0
740.0,3764.0,1.0
48.0,-160.0,1.0
282.0,981.0,1.0
760.0,4468.0,1.0
597.0,2613.0,1.0
699.0,3458.0,1.0
230.0,1081.0,1.0
813.0,4759.0,1.0
139.0,704.0,1.0
721.0,3689.0,1.0
48.0,192.0,1.0
235.0,692.0,1.0
507.0,2724.0,1.0
701.0,3644.0,1.0
419.0,2401.0,1.0
913.0,5362.0,1.0
480.0,2089.0,1.0
83.0,50.0,1.0
611.0,3249.0,1.0
121.0,630.0,1.0
60.0,-503.0,1.0
445.0,1826.0,1.0
448.0,2218.0,1.0
538.0,2519.0,1.0
965.0,5201.0,1.0
773.0,3805.0,1.0
482.0,2071.0,1.0
904.0,4969.0,1.0
347.0,2000.0,1.0
26.0,-267.0,1.0
861.0,4186.0,1.0
30.0,55.0,1.0
192.0,1115.0,1.0
201.0,1005.0,1.0
506.0,2373.0,1.0
841.0,4147.0,1.0
145.0,824.0,1.0
768.0,3795.0,1.0
444.0,2122.0,1.0
957.0,5403.0,1.0
734.0,3774.0,1.0
237.0,728.0,1.0
55.0,106.0,1.0
610.0,3091.0,1.0
33.0,99.0,1.0
959.0,4945.0,1.0
768.0,4379.0,1.0
735.0,3696.0,1.0
890.0,4626.0,1.0
407.0,2063.0,1.0
296.0,1361.0,1.0
249.0,837.0,1.0
77.0,125.0,1.0
68.0,-380.0,1.0
305.0,1263.0,1.0
625.0,3328.0,1.0
41.0,-455.0,1.0
168.0,524.0,1.0
730.0,3611.0,1.0
179.0,629.0,1.0
333.0,1091.0,1.0
999.0,5672.0,1.0
442.0,2093.0,1.0
893.0,4827.0,1.0
864.0,4897.0,1.0
772.0,4135.0,1.0
226.0,422.0,1.0
322.0,1511.0,1.0
794.0,4744.0,1.0
775.0,4335.0,1.0
492.0,2549.0,1.0
685.0,3960.0,1.0
764.0,4559.0,1.0
142.0,784.0,1.0
860.0,4177.0,1.0
272.0,1050.0,1.0
663.0,3155.0,1.0
72.0,-436.0,1.0
985.0,5538.0,1.0
595.0,2654.0,1.0
419.0,2311.0,1.0
719.0,4189.0,1.0
145.0,488.0,1.0
200.0,744.0,1.0
922.0,5222.0,1.0
814.0,4033.0,1.0
392.0,1697.0,1.0
898.0,5066.0,1.0
530.0,2706.0,1.0
204.0,843.0,1.0
87.0,308.0,1.0
251.0,687.0,1.0
619.0,3007.0,1.0
982.0,5453.0,1.0
781.0,4175.0,1.0
625.0,3709.0,1.0
19.0,-414.0,1.0
540.0,3235.0,1.0
881.0,4694.0,1.0
491.0,2339.0,1.0
817.0,4436.0,1.0
627.0,2921.0,1.0
885.0,4578.0,1.0
7.0,-888.0,1.0
290.0,1425.0,1.0
912.0,5013.0,1.0
647.0,3811.0,1.0
927.0,4911.0,1.0
178.0,516.0,1.0
786.0,4423.0,1.0
248.0,502.0,1.0
110.0,-5.0,1.0
143.0,787.0,1.0
540.0,3025.0,1.0
198.0,302.0,1.0
777.0,4055.0,1.0
603.0,2894.0,1.0
826.0,4094.0,1.0
710.0,4055.0,1.0
857.0,4411.0,1.0
852.0,4883.0,1.0
140.0,460.0,1.0
535.0,2380.0,1.0
232.0,907.0,1.0
790.0,3986.0,1.0
3.0,-614.0,1.0
746.0,3632.0,1.0
250.0,662.0,1.0
319.0,1095.0,1.0
157.0,-20.0,1.0
968.0,5408.0,1.0
49.0,-266.0,1.0
841.0,4995.0,1.0
514.0,2883.0,1.0
754.0,4498.0,1.0
157.0,636.0,1.0
451.0,1986.0,1.0
877.0,4736.0,1.0
289.0,1603.0,1.0
516.0,2888.0,1.0
279.0,886.0,1.0
72.0,146.0,1.0
996.0,5467.0,1.0
301.0,1573.0,1.0
46.0,-450.0,1.0
294.0,1667.0,1.0
555.0,2337.0,1.0
81.0,-418.0,1.0
179.0,378.0,1.0
813.0,4419.0,1.0
987.0,5897.0,1.0
838.0,4165.0,1.0
187.0,744.0,1.0
934.0,5523.0,1.0
542.0,2611.0,1.0
686.0,3120.0,1.0
910.0,4691.0,1.0
796.0,4518.0,1.0
650.0,3072.0,1.0
206.0,410.0,1.0
877.0,5036.0,1.0
609.0,3150.0,1.0
592.0,2946.0,1.0
454.0,2566.0,1.0
83.0,-173.0,1.0
424.0,2360.0,1.0
519.0,2238.0,1.0
635.0,3164.0,1.0
129.0,644.0,1.0
288.0,889.0,1.0
152.0,-3.0,1.0
698.0,4090.0,1.0
693.0,3285.0,1.0
214.0,310.0,1.0
136.0,46.0,1.0
690.0,3605.0,1.0
75.0,-437.0,1.0
896.0,5160.0,1.0
187.0,926.0,1.0
91.0,-268.0,1.0
274.0,1016.0,1.0
64.0,-268.0,1.0
41.0,-686.0,1.0
770.0,3682.0,1.0
556.0,3055.0,1.0
633.0,3256.0,1.0
721.0,3714.0,1.0
835.0,4546.0,1.0
601.0,3397.0,1.0
63.0,97.0,1.0
911.0,4707.0,1.0
543.0,2964.0,1.0
714.0,3561.0,1.0
244.0,810.0,1.0
140.0,51.0,1.0
919.0,4615.0,1.0
625.0,3452.0,1.0
628.0,2868.0,1.0
500.0,2821.0,1.0
990.0,4996.0,1.0
541.0,2382.0,1.0
4.0,-452.0,1.0
67.0,187.0,1.0
897.0,4919.0,1.0
950.0,5365.0,1.0
180.0,620.0,1.0
205.0,559.0,1.0
364.0,1471.0,1.0
71.0,-197.0,1.0
436.0,1962.0,1.0
759.0,3911.0,1.0
137.0,600.0,1.0
850.0,4544.0,1.0
799.0,4546.0,1.0
245.0,891.0,1.0
187.0,239.0,1.0
282.0,1033.0,1.0
398.0,1391.0,1.0
440.0,2505.0,1.0
83.0,255.0,1.0
780.0,3874.0,1.0
199.0,787.0,1.0
415.0,1859.0,1.0
732.0,4252.0,1.0
234.0,706.0,1.0
763.0,3818.0,1.0
214.0,1111.0,1.0
758.0,4068.0,1.0
64.0,246.0,1.0
187.0,949.0,1.0
825.0,4373.0,1.0
10.0,-68.0,1.0
607.0,2762.0,1.0
919.0,4994.0,1.0
591.0,2996.0,1.0
689.0,3847.0,1.0
979.0,5851.0,1.0
376.0,1698.0,1.0
793.0,4495.0,1.0
329.0,1836.0,1.0
37.0,-721.0,1.0
720.0,3525.0,1.0
673.0,3973.0,1.0
677.0,3101.0,1.0
763.0,4389.0,1.0
198.0,954.0,1.0
121.0,101.0,1.0
120.0,271.0,1.0
120.0,383.0,1.0
0.0,-911.0,1.0
39.0,-672.0,1.0
53.0,154.0,1.0
947.0,4774.0,1.0
915.0,4925.0,1.0
379.0,1836.0,1.0
231.0,617.0,1.0
740.0,3622.0,1.0
447.0,2473.0,1.0
848.0,4289.0,1.0
738.0,4003.0,1.0
945.0,5085.0,1.0
863.0,4736.0,1.0
329.0,1225.0,1.0
954.0,5266.0,1.0
587.0,3156.0,1.0
476.0,2431.0,1.0
121.0,183.0,1.0
408.0,1839.0,1.0
331.0,1880.0,1.0
493.0,2105.0,1.0
293.0,1644.0,1.0
790.0,4307.0,1.0
891.0,5191.0,1.0
668.0,3201.0,1.0
354.0,1293.0,1.0
896.0,5211.0,1.0
345.0,1912.0,1.0
907.0,5182.0,1.0
36.0,-222.0,1.0
804.0,4683.0,1.0
83.0,71.0,1.0
868.0,5133.0,1.0
593.0,3062.0,1.0
193.0,693.0,1.0
117.0,318.0,1.0
155.0,-64.0,1.0
164.0,218.0,1.0
335.0,1982.0,1.0
421.0,2468.0,1.0
561.0,2726.0,1.0
753.0,4413.0,1.0
242.0,469.0,1.0
600.0,2980.0,1.0
490.0,2458.0,1.0
535.0,2458.0,1.0
523.0,2717.0,1.0
381.0,2245.0,1.0
995.0,5060.0,1.0
480.0,2039.0,1.0
275.0,911.0,1.0
843.0,4672.0,1.0
583.0,2647.0,1.0
905.0,4625.0,1.0
756.0,4039.0,1.0
439.0,2173.0,1.0
684.0,3211.0,1.0
166.0,242.0,1.0
36.0,-758.0,1.0
862.0,4827.0,1.0
153.0,36.0,1.0
379.0,2216.0,1.0
792.0,3822.0,1.0
772.0,3947.0,1.0
558.0,2353.0,1.0
774.0,4285.0,1.0
844.0,4607.0,1.0
594.0,2761.0,1.0
367.0,2097.0,1.0
904.0,4561.0,1.0
442.0,2492.0,1.0
398.0,1683.0,1.0
431.0,2268.0,1.0
566.0,2983.0,1.0
948.0,4791.0,1.0
150.0,509.0,1.0
777.0,3712.0,1.0
340.0,1306.0,1.0
921.0,4680.0,1.0
550.0,3103.0,1.0
988.0,5448.0,1.0
351.0,1473.0,1.0
87.0,179.0,1.0
632.0,3460.0,1.0
258.0,937.0,1.0
551.0,2671.0,1.0
732.0,3661.0,1.0
853.0,4510.0,1.0
50.0,-260.0,1.0
366.0,1878.0,1.0
337.0,1892.0,1.0
872.0,4963.0,1.0
824.0,4068.0,1.0
365.0,1445.0,1.0
643.0,3346.0,1.0
700.0,3921.0,1.0
4.0,-292.0,1.0
326.0,1002.0,1.0
480.0,1910.0,1.0
689.0,3987.0,1.0
701.0,3718.0,1.0
816.0,4749.0,1.0
951.0,4809.0,1.0
791.0,4334.0,1.0
413.0,2074.0,1.0
552.0,2892.0,1.0
184.0,1044.0,1.0
377.0,1759.0,1.0
115.0,615.0,1.0
5.0,-677.0,1.0
403.0,2365.0,1.0
992.0,5154.0,1.0
760.0,3598.0,1.0
684.0,3886.0,1.0
721.0,3409.0,1.0
486.0,2407.0,1.0
627.0,3225.0,1.0
691.0,3795.0,1.0
529.0,2730.0,1.0
496.0,2885.0,1.0
220.0,1177.0,1.0
562.0,3023.0,1.0
113.0,34.0,1.0
258.0,1106.0,1.0
677.0,3474.0,1.0
233.0,1275.0,1.0
920.0,5245.0,1.0
465.0,2096.0,1.0
844.0,4802.0,1.0
600.0,3090.0,1.0
206.0,1002.0,1.0
32.0,-77.0,1.0
101.0,113.0,1.0
932.0,5059.0,1.0
397.0,2191.0,1.0
421.0,2165.0,1.0
89.0,389.0,1.0
171.0,306.0,1.0
567.0,2821.0,1.0
54.0,-648.0,1.0
731.0,3496.0,1.0
689.0,3997.0,1.0
498.0,2533.0,1.0
327.0,1104.0,1.0
3.0,-6.0,1.0
359.0,1602.0,1.0
278.0,1103.0,1.0
841.0,4587.0,1.0
327.0,1665.0,1.0
892.0,4601.0,1.0
253.0,855.0,1.0
429.0,2469.0,1.0
114.0,492.0,1.0
758.0,4083.0,1.0
873.0,4888.0,1.0
777.0,3751.0,1.0
572.0,3271.0,1.0
771.0,3807.0,1.0
97.0,-405.0,1.0
427.0,2123.0,1.0
386.0,1470.0,1.0
984.0,5643.0,1.0
172.0,140.0,1.0
575.0,3279.0,1.0
46.0,164.0,1.0
225.0,1114.0,1.0
142.0,427.0,1.0
576.0,2559.0,1.0
47.0,-62.0,1.0
988.0,5216.0,1.0
468.0,2428.0,1.0
761.0,4035.0,1.0
249.0,1397.0,1.0
82.0,320.0,1.0
548.0,3038.0,1.0
363.0,2157.0,1.0
64.0,264.0,1.0
214.0,514.0,1.0
329.0,1194.0,1.0
542.0,3003.0,1.0
545.0,2790.0,1.0
294.0,1621.0,1.0
84.0,252.0,1.0
564.0,3228.0,1.0
372.0,1696.0,1.0
331.0,1218.0,1.0
238.0,827.0,1.0
502.0,2431.0,1.0
428.0,1715.0,1.0
991.0,5325.0,1.0
918.0,4957.0,1.0
576.0,2643.0,1.0
714.0,3831.0,1.0
688.0,3508.0,1.0
209.0,594.0,1.0
213.0,729.0,1.0
780.0,4528.0,-1.0
275.0,912.0,-1.0
624.0,3021.0,-1.0
922.0,5221.0,-1.0
572.0,2471.0,-1.0
56.0,86.0,-1.0
893.0,5203.0,-1.0
741.0,3761.0,-1.0
601.0,3247.0,-1.0
27.0,-415.0,-1.0
344.0,2057.0,-1.0
188.0,622.0,-1.0
64.0,-101.0,-1.0
802.0,4445.0,-1.0
956.0,4925.0,-1.0
84.0,16.0,-1.0
651.0,3710.0,-1.0
965.0,4988.0,-1.0
974.0,5384.0,-1.0
584.0,2604.0,-1.0
214.0,616.0,-1.0
459.0,2152.0,-1.0
966.0,5266.0,-1.0
80.0,200.0,-1.0
661.0,3257.0,-1.0
83.0,380.0,-1.0
293.0,1190.0,-1.0
347.0,1526.0,-1.0
792.0,4330.0,-1.0
540.0,2367.0,-1.0
387.0,1842.0,-1.0
939.0,4821.0,-1.0
995.0,5333.0,-1.0
485.0,2125.0,-1.0
76.0,228.0,-1.0
758.0,4130.0,-1.0
610.0,3136.0,-1.0
951.0,5201.0,-1.0
810.0,4316.0,-1.0
199.0,503.0,-1.0
353.0,1517.0,-1.0
700.0,3932.0,-1.0
600.0,3578.0,-1.0
196.0,405.0,-1.0
703.0,3726.0,-1.0
635.0,3159.0,-1.0
628.0,3337.0,-1.0
654.0,3687.0,-1.0
789.0,4156.0,-1.0
914.0,5051.0,-1.0
129.0,882.0,-1.0
121.0,1557.0,-1.0
608.0,4040.0,-1.0
405.0,2435.0,-1.0
591.0,3859.0,-1.0
893.0,5913.0,-1.0
724.0,4944.0,-1.0
496.0,3730.0,-1.0
192.0,1734.0,-1.0
689.0,4450.0,-1.0
868.0,5918.0,-1.0
477.0,3676.0,-1.0
729.0,4475.0,-1.0
935.0,6099.0,-1.0
248.0,1534.0,-1.0
432.0,2778.0,-1.0
913.0,6235.0,-1.0
419.0,3432.0,-1.0
965.0,6094.0,-1.0
240.0,2416.0,-1.0
338.0,2162.0,-1.0
180.0,1306.0,-1.0
899.0,5827.0,-1.0
678.0,4169.0,-1.0
343.0,2682.0,-1.0
672.0,4234.0,-1.0
640.0,4499.0,-1.0
35.0,510.0,-1.0
455.0,2774.0,-1.0
502.0,4000.0,-1.0
90.0,991.0,-1.0
250.0,2291.0,-1.0
434.0,2650.0,-1.0
524.0,3709.0,-1.0
863.0,5224.0,-1.0
51.0,628.0,-1.0
516.0,3542.0,-1.0
528.0,3776.0,-1.0
38.0,669.0,-1.0
110.0,750.0,-1.0
109.0,1125.0,-1.0
175.0,1326.0,-1.0
897.0,5518.0,-1.0
737.0,4939.0,-1.0
63.0,1200.0,-1.0
246.0,1554.0,-1.0
924.0,6017.0,-1.0
353.0,2489.0,-1.0
443.0,2813.0,-1.0
314.0,2223.0,-1.0
2.0,198.0,-1.0
972.0,5851.0,-1.0
993.0,6738.0,-1.0
58.0,1286.0,-1.0
52.0,467.0,-1.0
930.0,6436.0,-1.0
115.0,1482.0,-1.0
549.0,3694.0,-1.0
825.0,5134.0,-1.0
149.0,1623.0,-1.0
778.0,4772.0,-1.0
1.0,548.0,-1.0
395.0,2682.0,-1.0
247.0,2035.0,-1.0
434.0,3588.0,-1.0
146.0,1084.0,-1.0
909.0,6235.0,-1.0
835.0,5766.0,-1.0
686.0,5011.0,-1.0
688.0,4189.0,-1.0
517.0,3851.0,-1.0
162.0,1400.0,-1.0
957.0,6532.0,-1.0
392.0,2865.0,-1.0
882.0,6210.0,-1.0
266.0,1960.0,-1.0
30.0,218.0,-1.0
891.0,6230.0,-1.0
243.0,1462.0,-1.0
